Product Name,Store,Min Price,Weight_g,Price per Gram,Category,usda_match,match_confidence,Energy (kcal),Protein (g),Healthy Fats (g),Unhealthy Fats (g),"Carbohydrate, by difference (g)","Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Potassium, K (mg)","Sodium, Na (mg)",Vitamin C (mg),"Vitamin A, RAE (µg)",Vitamin D (D2 + D3) (µg),"Sugars, Total (g)",Cholesterol (mg)
Stouffer's Spinach Souffle Frozen Side Dish - 12 Oz,Safeway,4.49,340.19,0.01319835,frozen-foods,Spinach souffle,100.0,172.0,7.89,3.63,6.278,5.9,0.7,165.0,1.19,231.0,566.0,7.3,244.0,0.8,1.85,118.0
Totinos Pizza Rolls Cheese 50 Count - 24.8 Oz,Safeway,8.99,703.07,0.01278682,frozen-foods,Pizza rolls,100.0,345.0,9.19,7.05,2.62,53.4,1.3,132.0,1.9,317.0,631.0,0.0,63.0,0.0,3.94,6.0
Kodiak Blueberry Power Waffles Box - 10.72 Oz,Safeway,6.99,303.91,0.02300048,frozen-foods,"Pie, blueberry",84.6,300.0,2.82,8.61,5.36,38.0,2.5,13.0,1.21,71.0,217.0,1.1,40.0,0.1,15.5,7.0
Lean Cuisine Teriyaki Chicken Frozen Meal 8.5oz - 8.5 OZ,Safeway,5.49,240.97,0.02278285,frozen-foods,"Chicken, meatless",85.7,224.0,23.6,7.379999999999999,1.53,3.64,3.6,35.0,3.27,54.0,709.0,0.0,0.0,0.0,0.0,0.0
Signature SELECT Green Peas & Diced Carrots Steam In Bag - 12 Oz,Safeway,3.49,340.19,0.01025885,frozen-foods,"Green peas, fresh, cooked, no added fat",73.9,84.0,5.63,0.23,0.074,15.0,5.9,26.0,1.53,253.0,126.0,35.3,37.0,0.0,5.89,0.0
Red Baron Pizza Classic Crust Four Cheese - 21.06 Oz,Safeway,6.99,597.04,0.01170775,frozen-foods,"Pizza, cheese, gluten-free thin crust",87.8,264.0,8.73,6.98,4.44,26.5,2.5,259.0,1.59,120.0,485.0,0.3,58.0,0.1,3.2,17.0
Open Nature Cauliflower Crust Uncured Pepperoni Gluten Free Frozen Pizza - 10.63 Oz,Safeway,10.99,301.36,0.03646859,frozen-foods,"PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",77.8,298.0,12.0,7.88,5.27,30.5,1.8,146.0,2.14,199.0,692.0,0.0,47.0,,3.2,25.0
Stouffer's Pepperoni French Bread Frozen Pizza - 11.75 Oz,Safeway,5.49,333.11,0.01648121,frozen-foods,"Bread, pita",80.0,275.0,9.1,0.64,0.166,55.7,2.2,86.0,2.62,120.0,536.0,0.0,0.0,0.0,1.3,0.0
Amy's Cheese Enchilada Whole Meal - 9 Oz,Safeway,6.99,255.15,0.02739613,frozen-foods,"Restaurant, Mexican, cheese enchilada",86.5,273.0,11.2,7.44,8.899999999999999,15.4,1.9,314.0,0.66,140.0,528.0,,205.0,,2.6,42.0
Banquet Brown N Serve Fully Cooked Original Sausage Patties - 8-6.4 Oz,Safeway,3.5,181.44,0.01929046,frozen-foods,"Sausage, turkey, reduced fat, brown and serve, cooked",77.6,204.0,17.0,6.42,2.87,10.9,0.3,31.0,1.8,207.0,721.0,0.0,2.0,0.4,0.0,58.0
Jimmy Dean Delights Turkey Sausage Frozen Breakfast Bowl - 7 Oz,Safeway,4.5,198.45,0.02267614,frozen-foods,"Sausage, turkey, fresh, cooked",100.0,196.0,23.9,5.7,2.7,0.0,0.0,22.0,1.49,298.0,665.0,0.7,13.0,,0.0,92.0
Pillsbury Toaster Strudel Pastries Strawberry 6 Count - 11.7 Oz,Safeway,6.49,331.69,0.01956651,frozen-foods,"Pie, strawberry",92.9,289.0,2.88,6.930000000000001,3.72,44.2,2.2,15.0,1.37,89.0,189.0,15.8,0.0,0.0,22.6,0.0
Ore-Ida Diced Hash Brown Frozen Potatoes - 32 Oz,Safeway,5.99,907.18,0.00660285,frozen-foods,"Potatoes, hash brown, home-prepared",75.8,265.0,3.0,10.0,1.88,35.1,3.2,14.0,0.55,576.0,342.0,13.0,0.0,0.0,1.49,0.0
Alexia Puffs Potato Crispy Seasoned - 28 Oz,Safeway,7.49,793.79,0.00943579,frozen-foods,"Potato chips, NFS",75.0,532.0,6.39,27.28,3.4,53.8,3.1,21.0,1.28,1200.0,527.0,21.6,0.0,0.0,0.33,0.0
Tinas Frozen Food Burrito Beef & Bean Green Chili - 4 Oz,Safeway,0.99,113.4,0.00873031,frozen-foods,"Burrito, beef and bean, frozen",89.5,239.0,7.26,5.15,2.95,30.8,4.2,34.0,2.96,221.0,587.0,0.8,11.0,,0.7,8.0
"Just Egg Folded, Plant-Based Eggs, 4 Count - 8 Oz.",Safeway,9.99,226.8,0.0440484,frozen-foods,"Eggplant, raw",75.0,,0.852,0.0,0.0,5.4,2.45,11.1,0.0,222.0,0.442,0.8,,,,
Signature SELECT Buttermilk Waffles - 29.6 Oz,Safeway,8.79,839.15,0.01047495,frozen-foods,"Buttermilk, low fat",100.0,,3.46,0.199,0.552,4.81,,120.0,0.0132,158.0,92.5,,,0.543,,4.79
Signature SELECT Blackeye Peas - 12 Oz,Safeway,3.79,340.19,0.0111407,frozen-foods,"Blackeyed peas, NFS",83.9,166.0,7.18,5.51,0.998,19.3,6.0,23.0,2.34,258.0,220.0,0.4,1.0,0.0,3.07,0.0
Marie Callender's Salisbury Steak Frozen Dinner - 14 Oz,Safeway,5.99,396.89,0.01509223,frozen-foods,"Salisbury steak dinner, NFS, frozen meal",83.0,146.0,6.82,3.068,3.88,10.9,1.2,15.0,0.84,179.0,268.0,5.3,56.0,0.1,1.35,41.0
Breyers Classics Natural Vanilla Ice Cream - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Ice cream, vanilla",100.0,207.0,3.5,3.422,6.79,23.6,0.7,128.0,0.09,199.0,80.0,0.6,118.0,0.2,21.2,44.0
Jimmy Dean Biscuit & Sausage Gravy Breakfast Bowl - 9 Oz,Safeway,4.5,255.15,0.017637,frozen-foods,Sausage gravy,100.0,180.0,6.78,6.48,5.51,7.65,0.1,99.0,0.51,194.0,421.0,0.1,116.0,1.3,3.92,36.0
El Monterey Chicken And Cheese Taquito Large Value Pack - 2.75 Lb,Safeway,17.99,1247.38,0.01442225,frozen-foods,"Taquito, chicken",100.0,269.0,12.5,6.02,3.26,31.6,3.3,127.0,1.81,178.0,491.0,0.0,18.0,0.0,1.6,34.0
Hot Pockets Pepperoni Pizza 18oz - 18 OZ,Safeway,4.99,510.29,0.00977873,frozen-foods,"Pepperoni, reduced fat",100.0,378.0,21.1,19.6,11.4,0.72,0.0,24.0,1.36,363.0,1760.0,0.0,11.0,0.9,0.26,108.0
Kodiak Chocolate Chip Power Waffles Box - 10.72 Oz,Safeway,6.99,303.91,0.02300048,frozen-foods,Chocolate chips,93.3,480.0,4.2,10.936,17.8,63.9,5.9,32.0,3.13,365.0,11.0,0.0,0.0,0.0,54.5,0.0
REESE'S Peanut Butter Cups & Peanut Butter Swirl Ice Cream - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Pie, peanut butter cream",90.5,421.0,5.92,13.88,12.6,33.1,1.1,49.0,0.79,159.0,236.0,0.2,155.0,0.6,21.7,51.0
Marie Callender's Chicken Pot Pie Frozen Dinner - 10 Oz,Safeway,4.99,283.5,0.01760172,frozen-foods,"Pot pie, chicken",100.0,255.0,9.24,7.699999999999999,4.6,24.0,2.0,39.0,1.37,171.0,375.0,1.5,123.0,0.3,3.33,29.0
Healthy Choice Cafe Steamers Grilled Chicken Marinara With Parmesan Frozen Meal - 9.5 Oz,Safeway,5.49,269.32,0.02038465,frozen-foods,"Chicken wing, grilled with sauce",78.4,250.0,19.0,10.6,4.22,7.28,0.2,21.0,0.78,210.0,568.0,0.1,11.0,0.2,5.94,112.0
Kodiak French Toast Sticks Buttermilk - 14.5 Oz,Safeway,6.99,411.07,0.0170045,frozen-foods,"Buttermilk, low fat",100.0,,3.46,0.199,0.552,4.81,,120.0,0.0132,158.0,92.5,,,0.543,,4.79
Stouffer's Chicken Parmesan Frozen Meal - 12 Oz,Safeway,5.49,340.19,0.01613785,frozen-foods,"CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta",86.5,206.0,19.0,6.1,3.661,7.8,0.9,142.0,0.78,319.0,467.0,,53.0,,2.89,67.0
Tillamook Cookies and Cream Ice Cream - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Ice cream, lowfat, no sugar added, cone, added peanuts and chocolate sauce",76.5,265.0,5.33,1.494,6.6,40.0,9.3,133.0,0.48,213.0,113.0,0.0,26.0,0.2,10.7,7.0
Udis Gluten Free Buns Classic Hamburger - 10.4 Oz,Safeway,8.99,294.83,0.03049165,frozen-foods,"Hamburger, NFS",81.8,288.0,17.5,6.9,5.5,20.7,0.7,66.0,2.83,229.0,355.0,0.5,0.0,0.1,3.0,49.0
Banquet Brown N Serve Fully Cooked Maple Sausage Links - 10-6.4 Oz,Safeway,3.5,181.44,0.01929046,frozen-foods,"Pork sausage rice links, brown and serve, cooked",78.1,407.0,13.7,22.17,12.8,2.36,0.0,15.0,1.12,212.0,689.0,0.0,0.0,0.9,0.0,66.0
Signature SELECT Combination Pizza Rolls - 20 Oz,Safeway,3.99,566.99,0.00703716,frozen-foods,Pizza rolls,100.0,345.0,9.19,7.05,2.62,53.4,1.3,132.0,1.9,317.0,631.0,0.0,63.0,0.0,3.94,6.0
El Monterey Signature Shredded Steak & Three Cheese Burrito - 5 Oz,Safeway,2.5,141.75,0.017637,frozen-foods,"Cheese, monterey",100.0,373.0,24.5,9.649,19.1,0.68,0.0,746.0,0.72,81.0,600.0,0.0,198.0,0.6,0.5,89.0
Ore-Ida Crispy Crinkles French Fried Potatoes - 32 Oz,Safeway,5.99,907.18,0.00660285,frozen-foods,"Potatoes, french fried, cross cut, frozen, unprepared",73.6,187.0,2.7,0.0,2.79,23.0,2.3,13.0,0.87,310.0,393.0,5.7,,,0.49,0.0
Red Baron Pizza Thin & Crispy Pepperoni - 15.77 Oz,Safeway,6.99,447.07,0.01563508,frozen-foods,"Pepperoni, reduced fat",100.0,378.0,21.1,19.6,11.4,0.72,0.0,24.0,1.36,363.0,1760.0,0.0,11.0,0.9,0.26,108.0
Boston Market Home Style Meals Pot Pie Chicken - 16 Oz,Safeway,4.99,453.59,0.01100108,frozen-foods,"Pot pie, chicken",100.0,255.0,9.24,7.699999999999999,4.6,24.0,2.0,39.0,1.37,171.0,375.0,1.5,123.0,0.3,3.33,29.0
Signature Select Collard Greens Chopped 12 Oz - 12 OZ,Safeway,3.79,340.19,0.0111407,frozen-foods,Lard,100.0,902.0,0.0,56.3,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,95.0
Green Giant Riced Veggies Cauliflower With Lemon & Garlic - 10 Oz,Safeway,3.99,283.5,0.01407432,frozen-foods,"Cauliflower, fresh, cooked with oil",90.0,52.0,1.94,2.51,0.535,5.01,2.0,22.0,0.43,302.0,147.0,41.3,0.0,0.0,1.93,0.0
Signature SELECT Pepperoni Pizza Rolls - 60 Oz,Safeway,11.99,1700.97,0.00704892,frozen-foods,Pizza rolls,100.0,345.0,9.19,7.05,2.62,53.4,1.3,132.0,1.9,317.0,631.0,0.0,63.0,0.0,3.94,6.0
Stouffer's Chicken Fettuccini Alfredo Frozen Meal - 10.5 Oz,Safeway,5.49,297.67,0.01844326,frozen-foods,Alfredo sauce,72.0,150.0,2.12,3.742,8.52,1.77,0.0,66.0,0.02,39.0,552.0,0.2,137.0,0.5,0.9,44.0
Ore-Ida Shredded Hash Brown Potatoes - 30 Oz,Safeway,5.99,850.49,0.00704304,frozen-foods,"Potatoes, yellow fleshed, hash brown, shredded, salt added in processing, frozen, unprepared",87.5,81.0,2.04,0.0,0.01,18.0,2.0,9.0,0.31,398.0,330.0,7.8,,,0.23,0.0
Birds Eye C&W Tiny Whole Green Beans Frozen Vegetables - 12 Oz,Safeway,3.99,340.19,0.0117286,frozen-foods,"Green beans, raw",100.0,40.0,1.97,0.123,0.05,7.41,3.0,40.0,0.65,290.0,0.0,12.2,35.0,0.0,2.33,0.0
Digiorno Frozen Wood Fired Pizza Four Cheese - 14.6 OZ,Safeway,8.99,413.9,0.02172008,frozen-foods,"DIGIORNO Pizza, cheese topping, cheese stuffed crust, frozen, baked",72.4,279.0,13.5,4.69,5.917,29.9,1.9,235.0,2.35,185.0,806.0,0.5,80.0,,,28.0
Tillamook Orange & Cream Ice Cream - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,Ice cream cake,78.3,283.0,2.95,7.01,4.8,39.3,0.5,99.0,0.48,121.0,196.0,0.3,68.0,0.2,31.2,44.0
P.F. Chang's Home Menu Chicken Lo Mein Noodle Bowl Frozen Meal - 11 Oz,Safeway,6.49,311.84,0.02081165,frozen-foods,"Lo mein, with chicken",85.7,130.0,9.15,2.23,0.686,16.2,1.0,20.0,1.0,140.0,413.0,1.4,9.0,0.1,2.11,22.0
Amy's Three Cheese Kale Bake Bowl - 8.5 Oz,Safeway,6.99,240.97,0.02900767,frozen-foods,Cheese ball,81.8,441.0,17.9,19.38,14.6,4.84,1.2,391.0,0.62,194.0,554.0,0.9,201.0,0.4,1.74,71.0
"Boston Market Chicken Fajita Rice Bowl , 12.5 Oz - 12.5 OZ",Safeway,5.49,354.37,0.01549234,frozen-foods,"Fajita, chicken",100.0,206.0,11.3,6.69,2.14,18.0,1.5,55.0,1.47,188.0,451.0,23.9,21.0,0.0,2.44,35.0
MorningStar Farms Veggie Burgers Spicy Black Bean Vegetarian 4 Count - 9.5 Oz,Safeway,5.99,269.32,0.02224118,frozen-foods,"Baked beans, vegetarian",88.4,94.0,4.75,0.216,0.071,21.1,4.1,34.0,1.19,224.0,343.0,0.0,5.0,0.0,7.96,0.0
Stouffers Mushroom Stroganoff Frozen Entree 10oz Box - 10 OZ,Safeway,4.49,283.5,0.01583802,frozen-foods,Ham stroganoff,85.7,131.0,7.62,4.36,3.56,5.19,0.7,35.0,0.43,175.0,703.0,0.7,39.0,0.3,1.9,28.0
Protein Pints Ice Cream 30g Protein Cookie Dough - 16 OZ,Safeway,8.99,453.59,0.01981957,frozen-foods,Ice cream cookie sandwich,78.0,240.0,3.7,4.997,1.66,39.6,1.2,73.0,1.1,68.0,162.0,0.0,37.0,0.0,21.3,6.0
Banquet Salisbury Steak Frozen Meal - 11.88 Oz,Safeway,3.5,336.79,0.01039217,frozen-foods,"BANQUET, Salisbury Steak With Gravy, family size, frozen, unprepared",92.3,155.0,6.89,6.82,4.571000000000001,6.96,1.0,51.0,0.98,142.0,517.0,,,,0.28,36.0
MorningStar Farms Plant Based Corn Dogs Original Vegan Meat - 4 - 10 Oz,Safeway,5.99,283.5,0.02112912,frozen-foods,Corn dog,100.0,250.0,8.57,8.08,3.47,27.0,1.0,72.0,1.9,125.0,668.0,0.5,48.0,0.4,7.54,44.0
Amy's Indian Mattar Paneer - 10 Oz,Safeway,6.99,283.5,0.02465652,frozen-foods,Palak Paneer,76.2,101.0,5.42,4.5600000000000005,1.81,4.28,0.9,60.0,0.55,244.0,242.0,9.2,123.0,0.0,1.89,7.0
Signature SELECT Pizza Rising Crust Five Cheese Frozen - 29 Oz,Safeway,5.99,822.14,0.0072859,frozen-foods,"Pizza, cheese topping, rising crust, frozen, cooked",86.2,260.0,12.4,3.58,3.82,32.9,2.5,177.0,1.77,175.0,556.0,1.9,69.0,0.0,5.09,16.0
Marie Callender's Chocolate Satin Pie Frozen Dessert - 25.6 Oz,Safeway,10.99,725.75,0.01514301,frozen-foods,"Milk dessert, frozen, milk-fat free, chocolate",87.2,167.0,4.3,0.359,0.597,37.7,0.0,154.0,0.04,333.0,97.0,0.7,2.0,0.0,37.7,0.0
"Hot Pockets Croissant Crust Ham & Cheddar, 18 Oz - 18 OZ",Safeway,4.99,510.29,0.00977873,frozen-foods,"LEAN POCKETS, Ham N Cheddar",95.0,230.0,10.3,2.95,2.568,32.5,1.7,196.0,2.15,203.0,423.0,0.1,0.0,0.2,7.6,20.0
Applegate Natural Chicken & Maple Breakfast Sausage Frozen - 7oz,Safeway,6.49,198.45,0.03270403,frozen-foods,Turkey or chicken sausage,75.0,193.0,19.6,7.32,2.98,1.09,0.0,38.0,1.38,365.0,705.0,0.0,0.0,0.5,0.0,92.0
Tillamook Caramel Swirl Ice Cream - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Frozen novelties, ice cream type, chocolate or caramel covered, with nuts",85.0,323.0,4.4,6.45,12.7,30.9,0.6,252.0,0.72,238.0,92.0,0.7,48.0,0.2,30.0,1.0
Signature SELECT Sliced Strawberries And Bananas - 16 Oz,Safeway,4.99,453.59,0.01100108,frozen-foods,"Pie, strawberry",85.7,289.0,2.88,6.930000000000001,3.72,44.2,2.2,15.0,1.37,89.0,189.0,15.8,0.0,0.0,22.6,0.0
LEAN CUISINE Comfort Cravings Lasagna with Meat Sauce Frozen Entree box  - 10.5 Oz,Safeway,4.49,297.67,0.01508383,frozen-foods,Lasagna with meat,100.0,139.0,7.45,2.202,2.32,16.2,1.6,82.0,0.73,207.0,390.0,4.4,42.0,0.0,3.33,16.0
Signature Select Bananas Sliced - 16 Oz,Safeway,4.99,453.59,0.01100108,frozen-foods,"Bananas, raw",100.0,89.0,1.09,0.105,0.112,22.8,2.6,5.0,0.26,358.0,1.0,8.7,3.0,0.0,12.2,0.0
Totinos Party Pizza Three Cheese Frozen - 9.8 Oz,Safeway,4.0,277.83,0.01439755,frozen-foods,"Pizza, cheese topping, thin crust, frozen, cooked",73.0,263.0,11.9,4.73,5.977,28.8,3.0,228.0,2.14,201.0,471.0,0.1,72.0,0.0,3.71,21.0
"Hot Pockets Philly Steak & Cheese, 18 Oz - 18 OZ",Safeway,4.99,510.29,0.00977873,frozen-foods,"HOT POCKETS Ham 'N Cheese Stuffed Sandwich, frozen",75.9,270.0,9.16,4.49,3.72,24.7,1.5,152.0,2.0,188.0,386.0,0.1,2.0,0.2,7.6,23.0
Ben & Jerry's The Tonight Dough Ice Cream - 16 Oz,Safeway,7.99,453.59,0.01761495,frozen-foods,"Light ice cream, NFS",77.4,174.0,4.38,2.05,3.49,25.4,0.2,148.0,0.19,202.0,85.0,1.0,107.0,0.1,14.3,27.0
Tinas Frozen Food Burrito Bean & Cheese - 4 Oz,Safeway,0.99,113.4,0.00873031,frozen-foods,"Burrito, bean and cheese, frozen",90.9,221.0,7.07,4.4,1.381,34.0,3.4,52.0,2.51,210.0,351.0,0.3,8.0,0.0,3.21,2.0
Actual Veggies Burger Veggie Black Bean - 12 Oz,Safeway,7.99,340.19,0.0234866,frozen-foods,"Veggie burger, on bun",78.8,224.0,13.0,3.21,1.16,30.8,3.5,140.0,2.88,236.0,534.0,3.0,1.0,0.0,3.94,3.0
Stouffer's Chicken A La King Frozen Meal - 11.5 Oz,Safeway,5.49,326.02,0.0168395,frozen-foods,"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce",87.2,181.0,9.57,7.65,4.23,6.31,0.5,60.0,0.7,172.0,482.0,2.0,109.0,0.7,2.46,77.0
Michael Angelos Meat Lasagna - 32 Oz,Safeway,12.99,907.18,0.01431904,frozen-foods,Lasagna with meat,82.8,139.0,7.45,2.202,2.32,16.2,1.6,82.0,0.73,207.0,390.0,4.4,42.0,0.0,3.33,16.0
Ben & Jerry's Half Baked Ice Cream Pint - 16 Oz,Safeway,7.99,453.59,0.01761495,frozen-foods,Ice cream cake,78.3,283.0,2.95,7.01,4.8,39.3,0.5,99.0,0.48,121.0,196.0,0.3,68.0,0.2,31.2,44.0
Amy's Mexican Casserole Bowl - 9.5 Oz,Safeway,6.99,269.32,0.02595423,frozen-foods,Mexican pizza,78.3,249.0,15.5,7.85,4.49,15.3,2.1,69.0,1.61,214.0,375.0,0.0,12.0,0.0,0.34,46.0
Tinas Frozen Food Burritos Beef & Bean - 4 Oz,Safeway,0.99,113.4,0.00873031,frozen-foods,"Burrito, beef and bean, frozen",87.8,239.0,7.26,5.15,2.95,30.8,4.2,34.0,2.96,221.0,587.0,0.8,11.0,,0.7,8.0
Actual Veggies Burger Veggie California Gardener 12oz 4 Count - 12 OZ,Safeway,7.99,340.19,0.0234866,frozen-foods,"Veggie burger, on bun",78.8,224.0,13.0,3.21,1.16,30.8,3.5,140.0,2.88,236.0,534.0,3.0,1.0,0.0,3.94,3.0
Lean Cuisine Frozen Meal Orange Chicken 10oz - 10 OZ,Safeway,5.49,283.5,0.01936542,frozen-foods,Orange chicken,100.0,262.0,14.5,9.56,2.42,22.5,0.8,14.0,0.94,209.0,553.0,0.9,75.0,0.1,13.6,61.0
Birds Eye Steamfresh Cut Green Beans Frozen Vegetables - 10 Oz,Safeway,3.5,283.5,0.0123459,frozen-foods,"Green beans, raw",100.0,40.0,1.97,0.123,0.05,7.41,3.0,40.0,0.65,290.0,0.0,12.2,35.0,0.0,2.33,0.0
Birds Eye Steamfresh Broccoli Cuts Frozen Vegetables - 10.8 Oz,Safeway,3.5,306.17,0.01143139,frozen-foods,"Broccoli, raw",100.0,31.0,2.57,0.028,0.039,6.27,2.4,46.0,0.69,303.0,36.0,91.3,8.0,,,
Food For Life Ezekiel 4:9 Organic Bread Sprouted Whole Grain Cinnamon Raisin - 24 Oz,Safeway,10.99,680.39,0.01615255,frozen-foods,"Bread, cinnamon",100.0,253.0,7.05,3.53,0.0,44.4,3.5,71.0,2.54,74.0,388.0,0.0,0.0,0.0,14.1,0.0
Totinos Pepperoni Pizza Rolls 100 Count - 48.85 Oz,Safeway,12.99,1384.87,0.00937992,frozen-foods,Pizza rolls,100.0,345.0,9.19,7.05,2.62,53.4,1.3,132.0,1.9,317.0,631.0,0.0,63.0,0.0,3.94,6.0
Tillamook Peaches And Cream Ice Cream - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,Ice cream sandwich,76.9,237.0,4.29,4.93,2.32,37.1,0.0,86.0,0.26,115.0,129.0,0.0,86.0,0.0,18.6,21.0
Ben & Jerry's Mint Chocolate Cookie Ice Cream - 16 Oz,Safeway,7.99,453.59,0.01761495,frozen-foods,"Ice cream, chocolate",100.0,216.0,3.8,3.62,6.8,28.2,1.2,109.0,0.93,249.0,76.0,0.7,118.0,0.2,25.4,34.0
Breyers Snickers Light Ice Cream - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Cream, light",100.0,195.0,2.96,5.308999999999999,10.2,3.66,0.0,91.0,0.05,136.0,72.0,0.8,120.0,1.1,3.67,59.0
Boston Market Meat Lovers Meatball Tray - 13  Oz,Safeway,5.49,368.54,0.01489648,frozen-foods,"Soup, meatball",76.9,52.0,2.65,1.079,0.765,5.53,0.9,12.0,0.54,204.0,285.0,6.8,25.0,0.0,1.45,7.0
Breyers No Sugar Added Vanilla Frozen Dairy Dessert - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Ice creams, BREYERS, No Sugar Added, Vanilla",84.5,143.0,3.68,0.0,3.9,21.9,0.5,133.0,0.09,,66.0,0.8,,,6.09,18.0
Vans Waffles Gluten Free Original 6 Count - 9 Oz,Safeway,5.0,255.15,0.01959666,frozen-foods,"Van's, Gluten Free, Totally Original Waffles",86.5,248.0,2.99,6.84,0.791,40.5,,48.0,0.56,121.0,508.0,,,,1.73,
Breyers Cookies and Cream Frozen Dairy Dessert - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Frozen dessert, non-dairy",86.7,159.0,0.87,1.553,7.04,18.2,0.1,117.0,0.26,40.0,39.0,0.0,27.0,0.8,17.5,0.0
Breyers Vanilla Chocolate Ice Cream - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,"Ice cream, chocolate",100.0,216.0,3.8,3.62,6.8,28.2,1.2,109.0,0.93,249.0,76.0,0.7,118.0,0.2,25.4,34.0
Smart Ones Creamy Basil Chicken with Vegetables Frozen Meal - 9 Oz,Safeway,3.99,255.15,0.01563814,frozen-foods,"Chicken, for use with vegetables",85.2,164.0,26.8,3.647,1.58,0.0,0.0,14.0,0.73,279.0,345.0,0.0,8.0,0.0,0.0,112.0
Digiorno Original Rising Crust Three Meat Frozen Pizza Box - 12in - 27.1 Oz,Safeway,8.99,768.27,0.01170159,frozen-foods,"Pizza, with meat, gluten-free thin crust",76.2,287.0,10.6,9.38,5.91,21.9,2.1,213.0,1.54,154.0,594.0,0.3,50.0,0.3,2.78,30.0
Birds Eye Steamfresh Broccoli Cauliflower & Carrots Frozen Vegetables - 10.8 Oz,Safeway,3.99,306.17,0.01303178,frozen-foods,"Cauliflower, raw",100.0,,1.64,0.0,0.0,4.72,1.95,20.4,0.334,274.0,20.0,67.1,,,,
Green Giant Sweet Peas & Butter Sauce - 8 Oz,Safeway,2.99,226.8,0.01318365,frozen-foods,Lemon-butter sauce,83.9,671.0,0.8,17.47,41.0,0.74,0.0,20.0,0.06,31.0,472.0,3.9,682.0,0.4,0.77,212.0
Green Giant Veggie Spirals Zucchini - 12 Oz,Safeway,4.99,340.19,0.0146681,frozen-foods,"Bread, zucchini",81.5,306.0,5.05,9.84,2.17,42.6,0.9,137.0,1.93,164.0,290.0,3.0,34.0,0.5,22.7,43.0
LEAN CUISINE Protein Kick Sesame Chicken Frozen Entree Box - 9 Oz,Safeway,5.49,255.15,0.02151713,frozen-foods,Sesame chicken,100.0,293.0,14.3,10.43,2.41,26.9,0.7,12.0,1.09,204.0,482.0,1.0,83.0,0.1,16.0,59.0
Digiorno Rising Crust Four Cheese FrOzen Pizza Box - 24.6 Oz,Safeway,8.99,697.4,0.01289078,frozen-foods,"DIGIORNO Pizza, cheese topping, rising crust, frozen, baked",88.3,256.0,12.8,3.31,3.682,31.8,2.4,192.0,0.77,196.0,696.0,1.5,46.0,,5.0,15.0
Tillamook Rocky Road Ice Cream - 48 Oz,Safeway,8.99,1360.78,0.00660652,frozen-foods,Ice cream cake,78.3,283.0,2.95,7.01,4.8,39.3,0.5,99.0,0.48,121.0,196.0,0.3,68.0,0.2,31.2,44.0
Gardein Plant Based Frozen Meatless Meatballs - 12.7 Oz,Safeway,7.99,360.04,0.02219206,frozen-foods,"Meatballs, meatless",100.0,197.0,21.0,6.859999999999999,1.42,8.0,4.6,25.0,2.16,180.0,550.0,0.0,0.0,0.0,1.25,0.0
LEAN CUISINE Protein Kick Ricotta Cheese And Spinach Ravioli Frozen Entree Box - 8 Oz,Safeway,5.49,226.8,0.02420678,frozen-foods,"Cheese, Ricotta",100.0,148.0,9.6,2.764,5.95,6.0,0.0,248.0,0.27,178.0,102.0,0.0,117.0,0.2,0.29,40.0
Totinos Combination Pizza Rolls - 63.51 Oz,Safeway,15.99,1800.48,0.00888098,frozen-foods,Pizza rolls,100.0,345.0,9.19,7.05,2.62,53.4,1.3,132.0,1.9,317.0,631.0,0.0,63.0,0.0,3.94,6.0
Michelinas Frozen Meal Pizza Snack Rolls - 4.5 Oz,Safeway,2.0,127.57,0.01567733,frozen-foods,Pizza rolls,100.0,345.0,9.19,7.05,2.62,53.4,1.3,132.0,1.9,317.0,631.0,0.0,63.0,0.0,3.94,6.0
Stouffer's Macaroni And Beef Frozen Meal - 12.87 Oz,Safeway,5.49,364.86,0.01504695,frozen-foods,"Babyfood, dinner, macaroni and tomato and beef, junior",87.2,59.0,2.5,0.526,0.411,9.4,1.1,14.0,0.36,72.0,35.0,1.5,35.0,0.0,2.43,4.0
Tai Pei Entree Fried Rice Chicken - 11 Oz,Safeway,4.0,311.84,0.01282691,frozen-foods,"Rice, fried, with chicken",87.8,173.0,7.28,2.006,0.656,27.6,0.9,12.0,0.5,100.0,359.0,3.2,20.0,0.0,0.53,32.0
